;Id;Impact;Urgency;IncidentType;ServiceProcessed;MailSubject;MailTextBody;ManualGroups
736;INC000009355379;4-Minor/Localized;4-Low;Service Request;EDA_S_Order Management;Dockingstation - für Max Muster MXM (für zu Hause);sehr geehrte damen und herren  im auftrag von Max Muster rew, wissenschaftlicher mitarbeiter, abteilung globale institutionen schreibe ich ihnen um zu erfragen, ob es möglich wäre eine zweite dockingstation für ihn zu erhalten, welche er zu hause benützen kann. aufgrund seines intensiven arbeitsumfeldes ist er angewiesen, schnell operativ zu sein. die zweite dockingstation würde ihm dies ermöglichen.  es würde uns freuen, wenn sie ihm diese bewilligen könnten.   fg peter schüpbach    peter schüpbach administrator dfa federal department of foreign affairs sdc swiss agency for development and cooperation department of global institutions freiburgstrasse 0 1 2 3 , ch 0 1 2 3 bern / switzerland office a 0 1 2 3 tel: +0 1 2 3 fax: +0 1 2 3 https://www.admin.ch> https://www.admin.ch/>   www.deza.ch<http://www.deza.ch/> [cid:image006.png@01d36f44.87e97680]<https://www.facebook.com/agenda2030switzerland/>[cid:image007.png@01d36f44.87e97680]<https://twitter.com/2030agendach?lang=en>  visit the sdc platform for multilateral cooperation<http://www.sdc-multilateral.ch/>  this e-mail may contain trade secrets or privileged, undisclosed or otherwise confidential information. if you have received this e-mail in error, you are hereby notified that any review, copying or distribution of it is strictly prohibited. please inform us immediately and destroy the original transmittal. thank you for your cooperation.;Notebook
735;INC000009355166;4-Minor/Localized;3-Medium;Failure;EDA_ANW_SAP Services;Probleme bei Anmeldung e-gate;sehr geehrte damen und herren  seit gestern habe ich probleme mit der anmeldung bei e-gate. am montag habe ich die anwendung ohne probleme benutzen können. wenn ich mich nun einloggen will, erscheint diese maske unten und bittet mich dann, zertifikate zu installieren. die zertifikate auf meiner smartcard sind aktuell. können sie mir allenfalls weiter helfen, was ich machen muss, damit ich mich wieder bei e-gate anmelden kann?  besten dank im voraus.  freundliche grüsse;SAP_Online_Support
734;INC000009354948;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_OS_BasisSW;WORD - doc-Dateien;liebe kollegin lieber kollege  beim öffnen einer datei im älteren doc-format erhalte ich eine fehlermeldung.  [cid:image001.png@01d4ceb1.ebbe5680] gibt es eine unkomplizierte lösung, um das alte doc-format in das neuere docx-fomat zu konvertieren?  danke schön und liebe grüsse;Word
733;INC000009353702;4-Minor/Localized;4-Low;Failure;EDA_ANW_Intranet/Collaboration EDA;Intranet funktioniert nicht;sehr geehrte damen und herren  zur information: bei mir funktioniert das intranet nicht.  besten dank für die unterstützung / für ein feedback.  freundliche grüsse;
732;INC000009353391;4-Minor/Localized;4-Low;Service Request;EDA_S_Zusätzliche Software;FW: Einladungen für 1. Augustfeier mit QR-Code;sehr geehrte damen und herren  wir hatten kürzlich eine sitzung betreffend die 1. augustfeier. es wurde der vorschlag gebracht, dass ein code qr benützt werden könnte für die einladungen und somit die abwicklung beim einlass der gäste effizienter wäre.  ist es möglich, dass wir so einen qr kreieren und benutzen können? ich gehe davon aus, dass eine applikation herunter geladen werden muss, um so einen code qr kreieren zu können und die bundesverwaltung normalerweise sehr restriktiv ist bezüglich externen applikationen.  https://www.eventbrite.com.ar/blog/antes-del-evento/como-usar-los-codigos-qr-en-un-evento  haben sie erfahrung mit anderen auslandvertretungen, die dieses system für einen event benutzt haben ?  besten dank im voraus für ihre rückmeldung.  freundliche grüsse;
731;INC000009353125;4-Minor/Localized;4-Low;Service Request;EDA_ANW_Intranet/Collaboration EDA;Klicks;liebe kolleginnen und kollegen  könnten sie mir angeben, wie oft die seite zur potenzialbeurteilung https://www.admin.chund-personalentwicklung/beurteilung-und-entwicklungsinstrumente/potenzialbeurteilung im allgemeinen und die seite der wegleitung im speziellen https://www.admin.chwegleitung_de.pdf 2018 angeklickt wurden?  vielen dank;
730;INC000009352635;4-Minor/Localized;4-Low;Service Request;EDA_ANW_CH@World (MOSS);CH@World account ;sehr geehrte damen und herren  gerne komme ich auf sie zu, da ich seit dem 17. februar 2019 für die schweizerische botschaft in abu dhabi arbeite (assistentin der botschafterin).  für meine funktion benötige ich einen ch@world account. hiermit bitte ich sie höfflich, mir ein einen entsprechenden zugriff freizugeben.  herzlichen dank im voraus für ihre bemühungen und eine kurze rückmeldung.  ich wünsche ihnen einen schönen tag sowie eine angenehme woche.  freundliche grüsse;
729;INC000009351858;4-Minor/Localized;3-Medium;Failure;EDA_ANW_SAP Services;Home-Office;sehr geehrte damen und herren  ich arbeite heute von zu hause aus und möchte ins sap einsteigen. leider erscheint beim einstieg  [cid:image001.png@01d4cda7.2a041490] [cid:image002.png@01d4cda7.2a041490] diese fehlermeldung. diese erscheint auch wenn ich über «eda» oder «allgemein sso» einsteigen möchte.  könnten sie mir eine kurze anleitung senden wie ich das sap von zu hause aus verwenden kann?  herzlichen dank und freundliche grüsse;SAP_Online_Support
728;INC000009351780;4-Minor/Localized;4-Low;Service Request;EDA_ANW_ZACWEB;ZACWEB für Max Muster MXM;sehr geehrte damen und herren  darf ich sie bitten, meiner neuen kollegin den zugriff auf zacweb zu erteilen.  ich danke für ihre bemühungen im voraus bestens.  freundliche grüsse;
727;INC000009351727;4-Minor/Localized;4-Low;Service Request;EDA_S_Order Management;Bestellung IT Material für das Projekt MXM 7F-0 1 2 3 .02.02;guten tag  für unseren neuen mitarbeiter samuel derice bestelle ich gerne :   -     1 docking station dell (kompatibel mit den laptop „traveller“)  -     1 bildschirm  die budgetnummer lautet : 7f-0 1 2 3 .02.02  die versandadresse ist  eda kurier martin studer kobü haiti freiburgstrasse 0 1 2 3 bern   vielen dank für ihre unterstützung.  mit freundlichen grüsse;Notebook|Bestellungen
726;INC000009349309;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_UCC_Benutzertelefonie;Zusätzliche Schaltung des Apparats von MXM während Abwesenheiten;sehr geehrte damen und herren  seit 19.11.2019 arbeite ich im protokoll. ich habe barbara zwahlen ersetzt, die per ende oktober pensioniert wurde.  marianne steudler (smr) sowie ich arbeiten für den protokollchef, herrn Max Muster. nun haben wir festgestellt, dass während seiner abwesenheit sein telefon nur auf smr umgeschaltet wird aber nicht auf meines. bei abwesenheiten sollte seine nummer 0 1 2 3 jedoch automatisch sowohl auf smrs wie meine nummer umschalten (analog wie früher auf barbara zwahlen).  darf ich sie bitten, diese schaltung vorzunehmen?  besten dank und freundliche grüsse;Benutzeranleitungen_Telefonie
725;INC000009348981;4-Minor/Localized;4-Low;Failure;EDA_ANW_ZACWEB;Zugriff auf ZACWEB;liebe kollegen,  seit einige wochen haben wir (ich pie und meine kollegin frau ergeshbaeva ergbe), kein zugriff mehr auf zacweb (https://www.admin.ch 1 2 3 /rubrics),.,,, «page cannot be reached».  danke für ihre unterstützung und freundliche grüsse;
724;INC000009348967;4-Minor/Localized;3-Medium;Service Request;EDA_ANW_SysP eDoc;Hongkong: UPS Backoffice Station provisorischer Pass;guten morgen  die batterie des ups (siehe attachment) der backoffice station für den provisorischen pass muss ersetzt werden.  ich wäre um mitteilung dankbar, wie dieses ups in der regel ersetzt wird: lokal oder wird diese in der regel aus der schweiz geliefert?  mit bestem dank und freundlichen grüsse;
723;INC000009348966;4-Minor/Localized;4-Low;Failure;EDA_S_Betrieb Übermitttlungssysteme;neue MXM Access Card für TC-0 1 2 3 ;armin tobler tra sdc access card 0 1 2 3 guten tag  armin tobler’s tc-0 1 2 3 access card ist used und funktioniert schlecht. ausserdem fehlt die plastikabdeckung. kann die karte ausgetauscht werden?   vielen dank.  freundliche grüsse;
722;INC000009348964;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_UCC_Benutzertelefonie;FW: << PLDT 8-DIGIT LANDLINE MIGRATION >>;sehr geehrte kollegen(innen)  am 18.03.2019 erfogruss  From pldt enterprise  *  copy of the fequently asked questions (faq)    should you have further queries, please do not hesitate to call us or https://www.admin.ch>.    we thank you for your continued trust and patronage as we further enhance the services to you. rest assured we will do all that we can to ensure that your transition will be as seamless as possible.    regards;
721;INC000009348683;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_PC;Traveller 0 1 2 3 ;guten tag  wir haben einen neuen traveller (0 1 2 3 ) bekommen. wir sollten hier skype und webex installieren können. leider geht das nicht. können sie mir weiterhelfen?  mit dem traveller haben wir immer video-konferenzen über tools abgehalten, welche nicht über die normalen eda-geräte liefen. wir benötigen dort keinen zugang zum deza-netzwerk (intranet, dms, k-drive, …)  freundliche grüsse;Standalone|Benutzeranleitungen_Telefonie
718;INC000009348100;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_PC;Lap-top Traveller - Asset 0 1 2 3 ;sehr geehrte damen und herren  wir haben in unserer abteilung festgestellt, dass unser abteilungs- lap-top nicht mehr so funktioniert wie es funktionieren sollte (z.b. wlan-zugriff funktioniert oft nicht, die reaktionsgeschwindigkeit ist einfach zu langsam). könnte es sein, dass der life-zyklus dieses lap-tops zu ende geht?  wir ersuchen sie daher, uns ein neues zeitgemässes lap-top (traveller) zur verfügung zu stellen. könnten sie bitte überprüfen, ob wir anrecht auf einen neuen «traveller» haben?   freundliche grüsse;Standalone
717;INC000009347596;4-Minor/Localized;4-Low;Failure;EDA_ANW_SysP eDoc;Swiss Reader in ORBIS;guten morgen bern  auf der workstation (asset-nr. #0 1 2 3 , benutzer nwo) besteht die folgende herausforderung:  der swiss reader (asset-nr. #0 1 2 3 ) funktioniert, d.h., liest die passdaten korrekt ein. doch wird dann die suche nicht aktiviert, d.h., die daten bleiben im eingabefeld stehen. versuche, die suche manuell zu starten, sind bisher gescheitert.  haben sie hier allenfalls einen tipp?  im voraus vielen dank für ihre unterstützung.  freundliche grüsse;
715;INC000009347004;3-Moderate/Limited;3-Medium;Failure;EDA_ANW_SysP eDoc;FW: latest News Biometrie Tel Aviv;liebes helpdesk team  letzte woche hatten wir mit der umstellung auf ivs viele kombv probleme. thomas burkhalter hat zusammen mit swisscom, verizon und dem provieder vor ort die probleme gelöst. auf sein anraten führen wir nun ein fehler protokoll für die biometrie. ich weiss nicht ob das eine mit dem anderen zu tun hat aber wie sie sehen läuft die biometrie peripherie nicht optimal. im letzen halben jahr haben wir pcc der enrolement station sowie die verkabelung aller geräte ausgewechselt.  vielen dank für ihre hilfe im voraus.  freundliche grüsse;
714;INC000009346777;4-Minor/Localized;4-Low;Service Request;EDA_ANW_DMS Fabasoft eGov Suite;DMS: Dokument in Word ist plötzlich nur noch im PDF vorhanden;guten tag das dokument im folgenden link ist plötzlich nur noch im pdf vorhanden, obwohl ich es nie umgewandelt habe. können sie es wieder in ein word umwandeln? es muss weiter bearbeitet werden. gibt es ein generelles problem im dms mit word und pdf im dms?  [cid:image001.png@01d4c8fa.649da820] annual_programme_nms_2019 (2019-0 1 2 3 /0 1 2 3 )<https://www.admin.ch 1 2 3 .14.0 1 2 3 >  freundliche grüsse;Word|PDF_
713;INC000009346663;4-Minor/Localized;4-Low;Failure;EDA_ANW_NOS:4;NOS Problem wieder aufgetaucht;lieber thomas, lieber oliver  das nos problem vom januar ist wieder da. damals ist oliver involviert gewesen, deshalb schreibe ich dich auch an: ein fenster öffnet sich in irgend einem für uns unsichtbaren raum und wir können nicht mehr aufs system zugreifen. es betrifft interessanterweise nur ein ganz bestimmtes fenster, andere fenster erscheinen auf unserem bildschirm. (das problem besteht sporadisch immer mal wieder, seit wir mit dem neuen laptop latitude 0 1 2 3 und mit 2 bildschirmen arbeiten, hat sich bis jetzt jedoch immer von selbst wieder gelöst. jetzt scheint es mir gröber.)  protokoll: gestern ist es bei sandra gentizon gtz (zuletzt getestet gestern um 9.50 uhr) und manuela schumacher suu (heute morgen zuletzt getestet um 7.03 uhr) aufgetaucht. heute habe ich es auch (teste seit 8.45 uhr verschiedene settings).  bis anhin hatte jeweils nur eine person dieses problem, so dass das tagesgeschäft von jemand anderem erledigt werden konnte. dieses mal betrifft und blockiert es alle.  ich bin heute den ganzen tag im büro a1302, könnte jemand vorbeikommen/mich kontaktieren um sich das problem anzusehen? vielen dank!  beste grüsse;
711;INC000009346101;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_UCC_Benutzertelefonie;Problem Telefon - Hörer;guten abend,  ich habe gemerkt, dass wenn ich ein anruf bekomme, ich nichts in dem hörer höre. ich höre nur etwas wenn ich es auf dem lautsprecher stelle.  vielen dank für ihre hilfe,  liebe grüsse;Benutzeranleitungen_Telefonie
710;INC000009345146;4-Minor/Localized;4-Low;Service Request;EDA_ANW_SysP eDoc;Zugriffsrechte MXM;liebe kollegen  darf ich sie bitten uns zu bestätigen, ob frau Max Muster pon (lokalangestellte in moskau) zugriff auf das sso-portal und somit auf orbis, isa und ripol hatte?  besten dank im voraus und freundliche grüsse;
709;INC000009344929;4-Minor/Localized;4-Low;Failure;EDA_S_APS_Monitor;Bildschirm;guten tag  im raum 5.22 an der effi 27 ist der bildschirm (syncmaster2243, samsung) wohl defekt. heute beim anstellen gab es wackelkontakt mit dem angeschlossenen kabel, zudem ein geräusch wie ‘schmürzeln’.  ich bitte sie, diesen einmal zu prüfen.  besten dank und freundliche grüsse;
707;INC000009344084;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_Peripherie;Asset-Nr.;liebes helpdesk-team  könnt ihr mir bitte mitteilen, auf wen die folgenden asset-nummern registriert sind?  0 1 2 3  (bildschirm) 0 1 2 3  (docking station)  besten dank im voraus, freundliche grüsse;
705;INC000009343893;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_UCC_IVR;Anpassung im Gateway;sehr geehrte damen und herren  da die dw vom koch anderweitig benutzt wird, kann im gateway folgender eintrag gelöscht werden und die rufnummer weiter vergeben werden!  _eda phone lon residence chef’s apartment / +0 1 2 3 besten dank für ihre bemühungen.  freundliche grüsse;Interactive_Voice_Response__IVR_
704;INC000009343427;4-Minor/Localized;4-Low;Failure;EDA_ANW_MOVE!;FLOW;sehr geehrte damen und herren  ich habe im flow beim prozess https://www.admin.ch20tasks.aspx versucht, den «kostenstellenverantwortlichen» zu erfassen. ich habe dann die fehlermeldung «das hat leider nicht geklappt» erhalten. danach «dreht» der prozess ….. und kann nur durch das schliessen der applikation flow beendet werden.  ich bitte sie, den fehler zu beheben und danach den prozess wieder zur bearbeitung bereit zu stellen. danke.  freundliche grüsse;
